"","lng","lat","confirmed","deaths","recovered"
"793",117.323,39.3054,79,1,2
"794",112.2922,37.5777,96,0,12
"795",101.0583,37.8099,62,0,6
"796",114.2,22.3,24,1,0
"797",122.6085,41.2956,94,0,5
"798",126.1923,43.6661,59,0,4
"799",85.2401,41.1129,36,0,0
"800",113.9448,44.0935,46,0,4
"801",106.1655,37.2692,40,0,1
"802",121,23.7,16,0,1
"803",108,16,10,0,1
"804",90,60,2,0,0
"805",95.9956,35.7452,18,0,3
"806",113.55,22.1667,10,0,1
"807",88.0924,31.6927,1,0,0
"808",-3.436,55.3781,2,0,0
"809",101,15,25,0,5
"810",138,36,25,0,1
"811",103.8333,1.2833,30,0,0
"812",84.25,28.1667,1,0,0
"813",112.5,2.5,12,0,1
"814",-123.1207,49.2827,4,0,0
"815",151.2093,-33.8688,4,0,2
"816",144.9631,-37.8136,4,0,0
"817",153.4,-28.0167,5,0,0
"818",104.9167,11.55,1,0,0
"819",81,7,1,0,0
"820",9,51,13,0,0
"821",26,64,1,0,0
"822",54,24,5,0,0
"823",122,13,3,1,0
"824",78,21,3,0,0
"825",12,43,3,0,0
"826",16,63,1,0,0
"827",-4,40,1,0,0
"828",138.6007,-34.9285,2,0,0
"829",4,50.8333,1,0,0
"830",-85.3232,51.2538,3,0,0
"831",112.2707,30.9756,24953,699,1115
"832",128,36,24,0,1
"833",2.2137,46.2276,6,0,0
"834",113.4244,23.3417,1034,1,88
"835",113.614,33.882,914,3,86
"836",120.0934,29.1832,1006,0,123
"837",111.7088,27.6104,772,0,112
"838",117.2264,31.8257,665,0,47
"839",115.7221,27.614,661,0,45
"840",118.1498,36.3427,386,0,37
"841",139.638,35.4437,61,0,0
"842",119.455,32.9711,408,0,43
"843",107.874,30.0572,426,2,31
"844",102.7103,30.6171,344,1,42
"845",127.7615,47.862,277,3,12
"846",116.4142,40.1824,297,1,33
"847",121.4491,31.202,277,1,30
"848",116.1306,39.549,172,1,22
"849",117.9874,26.0789,224,0,20
"850",108.7881,23.8298,172,0,17
"851",108.8701,35.1917,184,0,17
"852",101.487,24.974,138,0,12
"853",109.7453,19.1959,117,2,10
"854",106.8748,26.8154,81,1,6
"855",117.323,39.3054,81,1,2
"856",112.2922,37.5777,104,0,15
"857",101.0583,37.8099,67,0,9
"858",114.2,22.3,25,1,0
"859",122.6085,41.2956,99,0,7
"860",126.1923,43.6661,65,1,4
"861",85.2401,41.1129,39,0,0
"862",113.9448,44.0935,50,0,5
"863",106.1655,37.2692,43,0,5
"864",121,23.7,16,0,1
"865",108,16,10,0,1
"866",90,60,2,0,0
"867",95.9956,35.7452,18,0,3
"868",113.55,22.1667,10,0,1
"869",88.0924,31.6927,1,0,0
"870",-3.436,55.3781,3,0,0
"871",101,15,32,0,10
"872",138,36,25,0,1
"873",103.8333,1.2833,33,0,2
"874",84.25,28.1667,1,0,0
"875",112.5,2.5,16,0,1
"876",-123.1207,49.2827,4,0,0
"877",151.2093,-33.8688,4,0,2
"878",144.9631,-37.8136,4,0,0
"879",153.4,-28.0167,5,0,0
"880",104.9167,11.55,1,0,0
"881",81,7,1,0,1
"882",9,51,13,0,0
"883",26,64,1,0,0
"884",54,24,7,0,0
"885",122,13,3,1,0
"886",78,21,3,0,0
"887",12,43,3,0,0
"888",16,63,1,0,0
"889",-4,40,1,0,0
"890",138.6007,-34.9285,2,0,0
"891",4,50.8333,1,0,0
"892",-85.3232,51.2538,3,0,0
"893",112.2707,30.9756,27100,780,1439
"894",128,36,24,0,1
"895",2.2137,46.2276,11,0,0
"896",113.4244,23.3417,1095,1,112
"897",113.614,33.882,981,4,116
"898",120.0934,29.1832,1048,0,175
"899",111.7088,27.6104,803,1,156
"900",117.2264,31.8257,733,0,59
"901",115.7221,27.614,698,0,55
"902",118.1498,36.3427,416,0,44
"903",139.638,35.4437,61,0,0
"904",119.455,32.9711,439,0,51
"905",107.874,30.0572,428,2,39
"906",102.7103,30.6171,364,1,60
"907",127.7615,47.862,295,5,13
"908",116.4142,40.1824,315,2,34
"909",121.4491,31.202,286,1,41
"910",116.1306,39.549,195,1,30
"911",117.9874,26.0789,239,0,24
"912",108.7881,23.8298,183,0,17
"913",108.8701,35.1917,195,0,20
"914",101.487,24.974,138,0,17
"915",109.7453,19.1959,124,2,14
"916",106.8748,26.8154,89,1,7
"917",117.323,39.3054,88,1,4
"918",112.2922,37.5777,115,0,21
"919",101.0583,37.8099,79,1,12
"920",114.2,22.3,26,1,0
"921",122.6085,41.2956,105,0,8
"922",126.1923,43.6661,69,1,4
"923",85.2401,41.1129,42,0,0
"924",113.9448,44.0935,52,0,5
"925",106.1655,37.2692,45,0,15
"926",121,23.7,17,0,1
"927",108,16,13,0,1
"928",90,60,2,0,0
"929",95.9956,35.7452,18,0,3
"930",113.55,22.1667,10,0,1
"931",88.0924,31.6927,1,0,0
"932",-3.436,55.3781,3,0,0
"933",101,15,32,0,10
"934",138,36,26,0,1
"935",103.8333,1.2833,40,0,2
"936",84.25,28.1667,1,0,0
"937",112.5,2.5,16,0,1
"938",-123.1207,49.2827,4,0,0
"939",151.2093,-33.8688,4,0,2
"940",144.9631,-37.8136,4,0,0
"941",153.4,-28.0167,5,0,0
"942",104.9167,11.55,1,0,0
"943",81,7,1,0,1
"944",9,51,14,0,0
"945",26,64,1,0,0
"946",54,24,7,0,0
"947",122,13,3,1,0
"948",78,21,3,0,0
"949",12,43,3,0,0
"950",16,63,1,0,0
"951",-4,40,2,0,0
"952",138.6007,-34.9285,2,0,0
"953",4,50.8333,1,0,0
"954",-85.3232,51.2538,3,0,0
"955",112.2707,30.9756,29631,871,1795
"956",128,36,25,0,3
"957",2.2137,46.2276,11,0,0
"958",113.4244,23.3417,1131,1,141
"959",113.614,33.882,1033,6,153
"960",120.0934,29.1832,1075,0,201
"961",111.7088,27.6104,838,1,186
"962",117.2264,31.8257,779,1,72
"963",115.7221,27.614,740,0,73
"964",118.1498,36.3427,444,1,63
"965",139.638,35.4437,64,0,0
"966",119.455,32.9711,468,0,71
"967",107.874,30.0572,468,2,51
"968",102.7103,30.6171,386,1,71
"969",127.7615,47.862,307,6,14
"970",116.4142,40.1824,326,2,37
"971",121.4491,31.202,293,1,44
"972",116.1306,39.549,206,2,34
"973",117.9874,26.0789,250,0,35
"974",108.7881,23.8298,195,1,18
"975",108.8701,35.1917,208,0,25
"976",101.487,24.974,141,0,18
"977",109.7453,19.1959,131,3,19
"978",106.8748,26.8154,99,1,7
"979",117.323,39.3054,91,1,4
"980",112.2922,37.5777,119,0,25
"981",101.0583,37.8099,83,2,16
"982",114.2,22.3,29,1,0
"983",122.6085,41.2956,107,0,12
"984",126.1923,43.6661,78,1,12
"985",85.2401,41.1129,45,0,0
"986",113.9448,44.0935,54,0,5
"987",106.1655,37.2692,45,0,13
"988",121,23.7,18,0,1
"989",108,16,13,0,1
"990",90,60,2,0,0
"991",95.9956,35.7452,18,0,3
"992",113.55,22.1667,10,0,1
"993",88.0924,31.6927,1,0,0
"994",-3.436,55.3781,3,0,0
"995",101,15,32,0,10
"996",138,36,26,0,4
"997",103.8333,1.2833,45,0,2
"998",84.25,28.1667,1,0,0
"999",112.5,2.5,18,0,1
"1000",-123.1207,49.2827,4,0,0
"1001",151.2093,-33.8688,4,0,2
"1002",144.9631,-37.8136,4,0,0
"1003",153.4,-28.0167,5,0,0
"1004",104.9167,11.55,1,0,0
"1005",81,7,1,0,1
"1006",9,51,14,0,0
"1007",26,64,1,0,0
"1008",54,24,8,0,0
"1009",122,13,3,1,0
"1010",78,21,3,0,0
"1011",12,43,3,0,0
"1012",16,63,1,0,0
"1013",-4,40,2,0,0
"1014",138.6007,-34.9285,2,0,0
"1015",4,50.8333,1,0,0
"1016",-85.3232,51.2538,3,0,0
"1017",112.2707,30.9756,31728,974,2222
"1018",128,36,27,0,3
"1019",2.2137,46.2276,11,0,0
"1020",113.4244,23.3417,1159,1,167
"1021",113.614,33.882,1073,6,191
"1022",120.0934,29.1832,1092,0,242
"1023",111.7088,27.6104,879,1,208
"1024",117.2264,31.8257,830,3,88
"1025",115.7221,27.614,771,1,105
"1026",118.1498,36.3427,466,1,66
"1027",139.638,35.4437,135,0,0
"1028",119.455,32.9711,492,0,81
"1029",107.874,30.0572,486,2,66
"1030",102.7103,30.6171,405,1,80
"1031",127.7615,47.862,331,7,30
"1032",116.4142,40.1824,337,2,44
"1033",121.4491,31.202,299,1,48
"1034",116.1306,39.549,218,2,41
"1035",117.9874,26.0789,261,0,39
"1036",108.7881,23.8298,210,1,24
"1037",108.8701,35.1917,213,0,30
"1038",101.487,24.974,149,0,19
"1039",109.7453,19.1959,138,3,19
"1040",106.8748,26.8154,109,1,10
"1041",117.323,39.3054,95,1,8
"1042",112.2922,37.5777,119,0,25
"1043",101.0583,37.8099,83,2,17
"1044",114.2,22.3,38,1,0
"1045",122.6085,41.2956,108,0,13
"1046",126.1923,43.6661,80,1,13
"1047",85.2401,41.1129,49,0,0
"1048",113.9448,44.0935,58,0,5
"1049",106.1655,37.2692,49,0,13
"1050",121,23.7,18,0,1
"1051",108,16,14,0,1
"1052",90,60,2,0,0
"1053",95.9956,35.7452,18,0,3
"1054",113.55,22.1667,10,0,1
"1055",88.0924,31.6927,1,0,0
"1056",-3.436,55.3781,8,0,0
"1057",101,15,33,0,10
"1058",138,36,26,0,9
"1059",103.8333,1.2833,47,0,9
"1060",84.25,28.1667,1,0,0
"1061",112.5,2.5,18,0,3
"1062",-123.1207,49.2827,4,0,0
"1063",151.2093,-33.8688,4,0,2
"1064",144.9631,-37.8136,4,0,0
"1065",153.4,-28.0167,5,0,0
"1066",104.9167,11.55,1,0,0
"1067",81,7,1,0,1
"1068",9,51,16,0,0
"1069",26,64,1,0,0
"1070",54,24,8,0,0
"1071",122,13,3,1,0
"1072",78,21,3,0,0
"1073",12,43,3,0,0
"1074",16,63,1,0,0
"1075",-4,40,2,0,0
"1076",138.6007,-34.9285,2,0,0
"1077",4,50.8333,1,0,0
"1078",-85.3232,51.2538,3,0,0
"1079",112.2707,30.9756,33366,1068,2639
"1080",128,36,28,0,3
"1081",2.2137,46.2276,11,0,0
"1082",113.4244,23.3417,1177,1,212
"1083",113.614,33.882,1105,7,218
"1084",120.0934,29.1832,1117,0,270
"1085",111.7088,27.6104,912,1,247
"1086",117.2264,31.8257,860,4,105
"1087",115.7221,27.614,804,1,128
"1088",118.1498,36.3427,487,1,80
"1089",139.638,35.4437,135,0,0
"1090",119.455,32.9711,515,0,93
"1091",107.874,30.0572,505,3,79
"1092",102.7103,30.6171,417,1,85
"1093",127.7615,47.862,360,8,28
"1094",116.4142,40.1824,342,3,48
"1095",121.4491,31.202,303,1,52
"1096",116.1306,39.549,239,2,48
"1097",117.9874,26.0789,267,0,45
"1098",108.7881,23.8298,215,1,33
"1099",108.8701,35.1917,219,0,32
"1100",101.487,24.974,153,0,20
"1101",109.7453,19.1959,144,3,20
"1102",106.8748,26.8154,127,1,17
"1103",117.323,39.3054,106,2,10
"1104",112.2922,37.5777,124,0,30
"1105",101.0583,37.8099,86,2,24
"1106",114.2,22.3,49,1,0
"1107",122.6085,41.2956,111,0,19
"1108",126.1923,43.6661,81,1,18
"1109",85.2401,41.1129,55,0,3
"1110",113.9448,44.0935,58,0,5
"1111",106.1655,37.2692,53,0,22
"1112",121,23.7,18,0,1
"1113",108,16,15,0,6
"1114",90,60,2,0,0
"1115",95.9956,35.7452,18,0,5
"1116",113.55,22.1667,10,0,1
"1117",88.0924,31.6927,1,0,0
"1118",-3.436,55.3781,8,0,0
"1119",101,15,33,0,10
"1120",138,36,28,0,9
"1121",103.8333,1.2833,50,0,15
"1122",84.25,28.1667,1,0,1
"1123",112.5,2.5,18,0,3
"1124",-123.1207,49.2827,4,0,0
"1125",151.2093,-33.8688,4,0,2
"1126",144.9631,-37.8136,4,0,0
"1127",153.4,-28.0167,5,0,0
"1128",104.9167,11.55,1,0,1
"1129",81,7,1,0,1
"1130",9,51,16,0,0
"1131",26,64,1,0,1
"1132",54,24,8,0,1
"1133",122,13,3,1,1
"1134",78,21,3,0,0
"1135",12,43,3,0,0
"1136",16,63,1,0,0
"1137",-4,40,2,0,0
"1138",138.6007,-34.9285,2,0,0
"1139",4,50.8333,1,0,0
"1140",-85.3232,51.2538,3,0,1
"1141",112.2707,30.9756,33366,1068,2686
"1142",128,36,28,0,7
"1143",2.2137,46.2276,11,0,2
"1144",113.4244,23.3417,1219,1,275
"1145",113.614,33.882,1135,8,246
"1146",120.0934,29.1832,1131,0,321
"1147",111.7088,27.6104,946,2,304
"1148",117.2264,31.8257,889,4,127
"1149",115.7221,27.614,844,1,152
"1150",118.1498,36.3427,497,2,92
"1151",139.638,35.4437,175,0,0
"1152",119.455,32.9711,543,0,125
"1153",107.874,30.0572,518,3,102
"1154",102.7103,30.6171,436,1,92
"1155",127.7615,47.862,378,8,31
"1156",116.4142,40.1824,352,3,56
"1157",121.4491,31.202,311,1,57
"1158",116.1306,39.549,251,2,54
"1159",117.9874,26.0789,272,0,53
"1160",108.7881,23.8298,222,1,32
"1161",108.8701,35.1917,225,0,43
"1162",101.487,24.974,154,0,26
"1163",109.7453,19.1959,157,4,27
"1164",106.8748,26.8154,133,1,18
"1165",117.323,39.3054,112,2,11
"1166",112.2922,37.5777,126,0,33
"1167",101.0583,37.8099,87,2,31
"1168",114.2,22.3,50,1,1
"1169",122.6085,41.2956,116,1,20
"1170",126.1923,43.6661,83,1,22
"1171",85.2401,41.1129,59,0,3
"1172",113.9448,44.0935,60,0,6
"1173",106.1655,37.2692,58,0,24
"1174",121,23.7,18,0,1
"1175",108,16,15,0,6
"1176",90,60,2,0,2
"1177",95.9956,35.7452,18,0,9
"1178",113.55,22.1667,10,0,2
"1179",88.0924,31.6927,1,0,1
"1180",-3.436,55.3781,9,0,1
"1181",101,15,33,0,12
"1182",138,36,28,1,9
"1183",103.8333,1.2833,58,0,15
"1184",84.25,28.1667,1,0,1
"1185",112.5,2.5,19,0,3
"1186",-123.1207,49.2827,4,0,0
"1187",151.2093,-33.8688,4,0,4
"1188",144.9631,-37.8136,4,0,4
"1189",153.4,-28.0167,5,0,0
"1190",104.9167,11.55,1,0,1
"1191",81,7,1,0,1
"1192",9,51,16,0,1
"1193",26,64,1,0,1
"1194",54,24,8,0,1
"1195",122,13,3,1,1
"1196",78,21,3,0,0
"1197",12,43,3,0,0
"1198",16,63,1,0,0
"1199",-4,40,2,0,0
"1200",138.6007,-34.9285,2,0,0
"1201",4,50.8333,1,0,0
"1202",-85.3232,51.2538,3,0,1
"1203",112.2707,30.9756,48206,1310,3459
"1204",128,36,28,0,7
"1205",2.2137,46.2276,11,0,2
"1206",113.4244,23.3417,1241,2,314
"1207",113.614,33.882,1169,10,296
"1208",120.0934,29.1832,1145,0,360
"1209",111.7088,27.6104,968,2,339
"1210",117.2264,31.8257,910,5,157
"1211",115.7221,27.614,872,1,170
"1212",118.1498,36.3427,509,2,105
"1213",139.638,35.4437,175,0,0
"1214",119.455,32.9711,570,0,139
"1215",107.874,30.0572,529,4,128
"1216",102.7103,30.6171,451,1,104
"1217",127.7615,47.862,395,9,33
"1218",116.4142,40.1824,366,3,69
"1219",121.4491,31.202,315,1,62
"1220",116.1306,39.549,265,3,68
"1221",117.9874,26.0789,279,0,57
"1222",108.7881,23.8298,222,2,33
"1223",108.8701,35.1917,229,0,46
"1224",101.487,24.974,156,0,27
"1225",109.7453,19.1959,157,4,30
"1226",106.8748,26.8154,135,1,27
"1227",117.323,39.3054,119,3,21
"1228",112.2922,37.5777,126,0,36
"1229",101.0583,37.8099,90,2,39
"1230",114.2,22.3,53,1,1
"1231",122.6085,41.2956,117,1,22
"1232",126.1923,43.6661,84,1,24
"1233",85.2401,41.1129,63,1,6
"1234",113.9448,44.0935,61,0,6
"1235",106.1655,37.2692,64,0,24
"1236",121,23.7,18,0,1
"1237",108,16,16,0,7
"1238",90,60,2,0,2
"1239",95.9956,35.7452,18,0,11
"1240",113.55,22.1667,10,0,3
"1241",88.0924,31.6927,1,0,1
"1242",-3.436,55.3781,9,0,1
"1243",101,15,33,0,12
"1244",138,36,29,1,9
"1245",103.8333,1.2833,67,0,17
"1246",84.25,28.1667,1,0,1
"1247",112.5,2.5,19,0,3
"1248",-123.1207,49.2827,4,0,0
"1249",151.2093,-33.8688,4,0,4
"1250",144.9631,-37.8136,4,0,4
"1251",153.4,-28.0167,5,0,0
"1252",104.9167,11.55,1,0,1
"1253",81,7,1,0,1
"1254",9,51,16,0,1
"1255",26,64,1,0,1
"1256",54,24,8,0,1
"1257",122,13,3,1,1
"1258",78,21,3,0,0
"1259",12,43,3,0,0
"1260",16,63,1,0,0
"1261",-4,40,2,0,0
"1262",138.6007,-34.9285,2,0,0
"1263",4,50.8333,1,0,0
"1264",30,26,1,0,0
"1265",-85.3232,51.2538,3,0,1
"1266",112.2707,30.9756,54406,1457,4774
"1267",128,36,28,0,7
"1268",2.2137,46.2276,11,0,2
"1269",113.4244,23.3417,1261,2,362
"1270",113.614,33.882,1184,11,357
"1271",120.0934,29.1832,1155,0,403
"1272",111.7088,27.6104,988,2,364
"1273",117.2264,31.8257,934,6,193
"1274",115.7221,27.614,900,1,187
"1275",118.1498,36.3427,523,2,136
"1276",139.638,35.4437,218,0,0
"1277",119.455,32.9711,593,0,157
"1278",107.874,30.0572,537,5,152
"1279",102.7103,30.6171,463,1,114
"1280",127.7615,47.862,419,11,47
"1281",116.4142,40.1824,372,3,80
"1282",121.4491,31.202,318,1,90
"1283",116.1306,39.549,283,3,87
"1284",117.9874,26.0789,281,0,63
"1285",108.7881,23.8298,226,2,36
"1286",108.8701,35.1917,230,0,54
"1287",101.487,24.974,162,0,36
"1288",109.7453,19.1959,159,4,43
"1289",106.8748,26.8154,140,1,28
"1290",117.323,39.3054,120,3,31
"1291",112.2922,37.5777,127,0,38
"1292",101.0583,37.8099,90,2,39
"1293",114.2,22.3,56,1,1
"1294",122.6085,41.2956,119,1,29
"1295",126.1923,43.6661,86,1,25
"1296",85.2401,41.1129,65,1,6
"1297",113.9448,44.0935,65,0,6
"1298",106.1655,37.2692,67,0,24
"1299",121,23.7,18,0,2
"1300",108,16,16,0,7
"1301",90,60,2,0,2
"1302",95.9956,35.7452,18,0,11
"1303",113.55,22.1667,10,0,3
"1304",88.0924,31.6927,1,0,1
"1305",-3.436,55.3781,9,0,1
"1306",101,15,33,0,12
"1307",138,36,43,1,12
"1308",103.8333,1.2833,72,0,18
"1309",84.25,28.1667,1,0,1
"1310",112.5,2.5,22,0,7
"1311",-123.1207,49.2827,4,0,0
"1312",151.2093,-33.8688,4,0,4
"1313",144.9631,-37.8136,4,0,4
"1314",153.4,-28.0167,5,0,0
"1315",104.9167,11.55,1,0,1
"1316",81,7,1,0,1
"1317",9,51,16,0,1
"1318",26,64,1,0,1
"1319",54,24,8,0,3
"1320",122,13,3,1,1
"1321",78,21,3,0,0
"1322",12,43,3,0,0
"1323",16,63,1,0,0
"1324",-4,40,2,0,2
"1325",138.6007,-34.9285,2,0,0
"1326",4,50.8333,1,0,0
"1327",30,26,1,0,0
"1328",-85.3232,51.2538,3,0,1
"1329",112.2707,30.9756,56249,1596,5623
"1330",128,36,28,0,9
"1331",2.2137,46.2276,12,1,4
"1332",113.4244,23.3417,1294,2,410
"1333",113.614,33.882,1212,13,391
"1334",120.0934,29.1832,1162,0,428
"1335",111.7088,27.6104,1001,2,425
"1336",117.2264,31.8257,950,6,221
"1337",115.7221,27.614,913,1,210
"1338",118.1498,36.3427,532,2,156
"1339",139.638,35.4437,285,0,0
"1340",119.455,32.9711,604,0,186
"1341",107.874,30.0572,544,5,184
"1342",102.7103,30.6171,470,1,119
"1343",127.7615,47.862,425,11,68
"1344",116.4142,40.1824,375,4,98
"1345",121.4491,31.202,326,1,124
"1346",116.1306,39.549,291,3,101
"1347",117.9874,26.0789,285,0,71
"1348",108.7881,23.8298,235,2,44
"1349",108.8701,35.1917,232,0,60
"1350",101.487,24.974,168,0,42
"1351",109.7453,19.1959,162,4,39
"1352",106.8748,26.8154,143,1,41
"1353",117.323,39.3054,122,3,37
"1354",112.2922,37.5777,128,0,46
"1355",101.0583,37.8099,90,2,49
"1356",114.2,22.3,56,1,1
"1357",122.6085,41.2956,119,1,31
"1358",126.1923,43.6661,88,1,26
"1359",85.2401,41.1129,70,1,10
"1360",113.9448,44.0935,68,0,7
"1361",106.1655,37.2692,70,0,33
"1362",121,23.7,18,0,2
"1363",108,16,16,0,7
"1364",90,60,2,0,2
"1365",95.9956,35.7452,18,0,13
"1366",113.55,22.1667,10,0,3
"1367",88.0924,31.6927,1,0,1
"1368",-3.436,55.3781,9,0,1
"1369",101,15,34,0,14
"1370",138,36,59,1,12
"1371",103.8333,1.2833,75,0,18
"1372",84.25,28.1667,1,0,1
"1373",112.5,2.5,22,0,7
"1374",-123.1207,49.2827,4,0,0
"1375",151.2093,-33.8688,4,0,4
"1376",144.9631,-37.8136,4,0,4
"1377",153.4,-28.0167,5,0,0
"1378",104.9167,11.55,1,0,1
"1379",81,7,1,0,1
"1380",9,51,16,0,1
"1381",26,64,1,0,1
"1382",54,24,9,0,4
"1383",122,13,3,1,1
"1384",78,21,3,0,3
"1385",12,43,3,0,0
"1386",16,63,1,0,0
"1387",-4,40,2,0,2
"1388",138.6007,-34.9285,2,0,0
"1389",4,50.8333,1,0,0
"1390",30,26,1,0,0
"1391",-85.3232,51.2538,3,0,1
"1392",112.2707,30.9756,58182,1696,6639
"1393",128,36,29,0,9
"1394",2.2137,46.2276,12,1,4
"1395",113.4244,23.3417,1316,2,465
"1396",113.614,33.882,1231,13,440
"1397",120.0934,29.1832,1167,0,456
"1398",111.7088,27.6104,1004,3,464
"1399",117.2264,31.8257,962,6,255
"1400",115.7221,27.614,925,1,240
"1401",118.1498,36.3427,537,2,173
"1402",139.638,35.4437,355,0,0
"1403",119.455,32.9711,617,0,218
"1404",107.874,30.0572,551,5,207
"1405",102.7103,30.6171,481,3,131
"1406",127.7615,47.862,445,11,79
"1407",116.4142,40.1824,380,4,108
"1408",121.4491,31.202,328,1,140
"1409",116.1306,39.549,300,3,105
"1410",117.9874,26.0789,287,0,82
"1411",108.7881,23.8298,237,2,49
"1412",108.8701,35.1917,236,0,71
"1413",101.487,24.974,171,0,42
"1414",109.7453,19.1959,162,4,52
"1415",106.8748,26.8154,144,1,46
"1416",117.323,39.3054,124,3,45
"1417",112.2922,37.5777,129,0,50
"1418",101.0583,37.8099,90,2,54
"1419",114.2,22.3,57,1,2
"1420",122.6085,41.2956,121,1,40
"1421",126.1923,43.6661,89,1,30
"1422",85.2401,41.1129,71,1,12
"1423",113.9448,44.0935,70,0,8
"1424",106.1655,37.2692,70,0,33
"1425",121,23.7,20,1,2
"1426",108,16,16,0,7
"1427",90,60,2,0,2
"1428",95.9956,35.7452,18,0,13
"1429",113.55,22.1667,10,0,5
"1430",88.0924,31.6927,1,0,1
"1431",-3.436,55.3781,9,0,8
"1432",101,15,35,0,15
"1433",138,36,66,1,12
"1434",103.8333,1.2833,77,0,24
"1435",84.25,28.1667,1,0,1
"1436",112.5,2.5,22,0,7
"1437",-123.1207,49.2827,5,0,0
"1438",151.2093,-33.8688,4,0,4
"1439",144.9631,-37.8136,4,0,4
"1440",153.4,-28.0167,5,0,0
"1441",104.9167,11.55,1,0,1
"1442",81,7,1,0,1
"1443",9,51,16,0,1
"1444",26,64,1,0,1
"1445",54,24,9,0,4
"1446",122,13,3,1,1
"1447",78,21,3,0,3
"1448",12,43,3,0,0
"1449",16,63,1,0,0
"1450",-4,40,2,0,2
"1451",138.6007,-34.9285,2,0,2
"1452",4,50.8333,1,0,1
"1453",30,26,1,0,0
"1454",-85.3232,51.2538,3,0,1
"1455",112.2707,30.9756,59989,1789,7862
"1456",128,36,30,0,10
"1457",2.2137,46.2276,12,1,4
"1458",113.4244,23.3417,1322,4,524
"1459",113.614,33.882,1246,16,509
"1460",120.0934,29.1832,1171,0,507
"1461",111.7088,27.6104,1006,3,498
"1462",117.2264,31.8257,973,6,280
"1463",115.7221,27.614,930,1,275
"1464",118.1498,36.3427,541,2,191
"1465",139.638,35.4437,454,0,0
"1466",119.455,32.9711,626,0,258
"1467",107.874,30.0572,553,5,225
"1468",102.7103,30.6171,495,3,156
"1469",127.7615,47.862,457,11,85
"1470",116.4142,40.1824,381,4,114
"1471",121.4491,31.202,333,1,161
"1472",116.1306,39.549,301,3,122
"1473",117.9874,26.0789,290,0,90
"1474",108.7881,23.8298,238,2,53
"1475",108.8701,35.1917,240,0,79
"1476",101.487,24.974,171,0,47
"1477",109.7453,19.1959,163,4,59
"1478",106.8748,26.8154,146,1,57
"1479",117.323,39.3054,125,3,46
"1480",112.2922,37.5777,130,0,53
"1481",101.0583,37.8099,91,2,58
"1482",114.2,22.3,60,1,2
"1483",122.6085,41.2956,121,1,43
"1484",126.1923,43.6661,89,1,34
"1485",85.2401,41.1129,75,1,12
"1486",113.9448,44.0935,72,0,8
"1487",106.1655,37.2692,70,0,35
"1488",121,23.7,22,1,2
"1489",108,16,16,0,7
"1490",90,60,2,0,2
"1491",95.9956,35.7452,18,0,13
"1492",113.55,22.1667,10,0,5
"1493",88.0924,31.6927,1,0,1
"1494",-3.436,55.3781,9,0,8
"1495",101,15,35,0,15
"1496",138,36,74,1,13
"1497",103.8333,1.2833,81,0,29
"1498",84.25,28.1667,1,0,1
"1499",112.5,2.5,22,0,13
"1500",-123.1207,49.2827,5,0,0
"1501",151.2093,-33.8688,4,0,4
"1502",144.9631,-37.8136,4,0,4
"1503",153.4,-28.0167,5,0,0
"1504",104.9167,11.55,1,0,1
"1505",81,7,1,0,1
"1506",9,51,16,0,12
"1507",26,64,1,0,1
"1508",54,24,9,0,4
"1509",122,13,3,1,1
"1510",78,21,3,0,3
"1511",12,43,3,0,0
"1512",16,63,1,0,0
"1513",-4,40,2,0,2
"1514",138.6007,-34.9285,2,0,2
"1515",4,50.8333,1,0,1
"1516",30,26,1,0,0
"1517",-85.3232,51.2538,3,0,1
"1518",112.2707,30.9756,61682,1921,9128
"1519",128,36,31,0,12
"1520",2.2137,46.2276,12,1,4
"1521",113.4244,23.3417,1328,4,565
"1522",113.614,33.882,1257,19,522
"1523",120.0934,29.1832,1172,0,535
"1524",111.7088,27.6104,1007,4,527
"1525",117.2264,31.8257,982,6,361
"1526",115.7221,27.614,933,1,310
"1527",118.1498,36.3427,543,3,211
"1528",139.638,35.4437,542,0,0
"1529",119.455,32.9711,629,0,280
"1530",107.874,30.0572,555,5,254
"1531",102.7103,30.6171,508,3,169
"1532",127.7615,47.862,464,11,111
"1533",116.4142,40.1824,387,4,122
"1534",121.4491,31.202,333,1,177
"1535",116.1306,39.549,306,4,136
"1536",117.9874,26.0789,292,0,93
"1537",108.7881,23.8298,242,2,69
"1538",108.8701,35.1917,240,0,89
"1539",101.487,24.974,172,0,57
"1540",109.7453,19.1959,163,4,79
"1541",106.8748,26.8154,146,2,66
"1542",117.323,39.3054,128,3,48
"1543",112.2922,37.5777,131,0,61
"1544",101.0583,37.8099,91,2,62
"1545",114.2,22.3,62,1,2
"1546",122.6085,41.2956,121,1,53
"1547",126.1923,43.6661,89,1,36
"1548",85.2401,41.1129,76,1,12
"1549",113.9448,44.0935,73,0,8
"1550",106.1655,37.2692,70,0,42
"1551",121,23.7,22,1,2
"1552",108,16,16,0,7
"1553",90,60,2,0,2
"1554",95.9956,35.7452,18,0,15
"1555",113.55,22.1667,10,0,5
"1556",88.0924,31.6927,1,0,1
"1557",-3.436,55.3781,9,0,8
"1558",101,15,35,0,15
"1559",138,36,84,1,18
"1560",103.8333,1.2833,84,0,34
"1561",84.25,28.1667,1,0,1
"1562",112.5,2.5,22,0,15
"1563",-123.1207,49.2827,5,0,0
