"","lng","lat","confirmed","deaths","recovered"
"1564",151.2093,-33.8688,4,0,4
"1565",144.9631,-37.8136,4,0,4
"1566",153.4,-28.0167,5,0,0
"1567",104.9167,11.55,1,0,1
"1568",81,7,1,0,1
"1569",9,51,16,0,12
"1570",26,64,1,0,1
"1571",54,24,9,0,4
"1572",122,13,3,1,1
"1573",78,21,3,0,3
"1574",12,43,3,0,0
"1575",16,63,1,0,0
"1576",-4,40,2,0,2
"1577",138.6007,-34.9285,2,0,2
"1578",4,50.8333,1,0,1
"1579",30,26,1,0,0
"1580",-85.3232,51.2538,3,0,1
"1581",112.2707,30.9756,62031,2029,10337
"1582",53,32,2,2,0
"1583",128,36,31,0,12
"1584",2.2137,46.2276,12,1,4
"1585",113.4244,23.3417,1331,5,606
"1586",113.614,33.882,1262,19,573
"1587",120.0934,29.1832,1174,0,604
"1588",111.7088,27.6104,1008,4,561
"1589",117.2264,31.8257,986,6,413
"1590",115.7221,27.614,934,1,362
"1591",118.1498,36.3427,544,3,231
"1592",139.638,35.4437,621,0,1
"1593",119.455,32.9711,631,0,318
"1594",107.874,30.0572,560,5,274
"1595",102.7103,30.6171,514,3,188
"1596",127.7615,47.862,470,12,120
"1597",116.4142,40.1824,393,4,145
"1598",121.4491,31.202,333,2,186
"1599",116.1306,39.549,306,4,152
"1600",117.9874,26.0789,293,0,112
"1601",108.7881,23.8298,244,2,86
"1602",108.8701,35.1917,242,0,102
"1603",101.487,24.974,172,1,60
"1604",109.7453,19.1959,168,4,84
"1605",106.8748,26.8154,146,2,70
"1606",117.323,39.3054,130,3,54
"1607",112.2922,37.5777,131,0,68
"1608",101.0583,37.8099,91,2,65
"1609",114.2,22.3,63,2,5
"1610",122.6085,41.2956,121,1,55
"1611",126.1923,43.6661,90,1,37
"1612",85.2401,41.1129,76,1,20
"1613",113.9448,44.0935,75,0,10
"1614",106.1655,37.2692,71,0,42
"1615",121,23.7,23,1,2
"1616",108,16,16,0,7
"1617",90,60,2,0,2
"1618",95.9956,35.7452,18,0,16
"1619",113.55,22.1667,10,0,5
"1620",88.0924,31.6927,1,0,1
"1621",-3.436,55.3781,9,0,8
"1622",101,15,35,0,15
"1623",138,36,94,1,18
"1624",103.8333,1.2833,84,0,34
"1625",84.25,28.1667,1,0,1
"1626",112.5,2.5,22,0,15
"1627",-123.1207,49.2827,5,0,0
"1628",151.2093,-33.8688,4,0,4
"1629",144.9631,-37.8136,4,0,4
"1630",153.4,-28.0167,5,0,0
"1631",104.9167,11.55,1,0,1
"1632",81,7,1,0,1
"1633",9,51,16,0,12
"1634",26,64,1,0,1
"1635",54,24,9,0,4
"1636",122,13,3,1,1
"1637",78,21,3,0,3
"1638",12,43,3,0,0
"1639",16,63,1,0,0
"1640",-4,40,2,0,2
"1641",138.6007,-34.9285,2,0,2
"1642",4,50.8333,1,0,1
"1643",30,26,1,0,0
"1644",-85.3232,51.2538,3,0,1
"1645",112.2707,30.9756,62442,2144,11788
"1646",53,32,5,2,0
"1647",128,36,104,1,16
"1648",2.2137,46.2276,12,1,4
"1649",113.4244,23.3417,1332,5,642
"1650",113.614,33.882,1265,19,637
"1651",120.0934,29.1832,1175,1,633
"1652",111.7088,27.6104,1010,4,634
"1653",117.2264,31.8257,987,6,474
"1654",115.7221,27.614,934,1,433
"1655",118.1498,36.3427,546,4,254
"1656",139.638,35.4437,634,2,1
"1657",119.455,32.9711,631,0,356
"1658",107.874,30.0572,567,6,299
"1659",102.7103,30.6171,520,3,217
"1660",127.7615,47.862,476,12,136
"1661",116.4142,40.1824,395,4,153
"1662",121.4491,31.202,334,2,199
"1663",116.1306,39.549,307,5,169
"1664",117.9874,26.0789,293,1,126
"1665",108.7881,23.8298,245,2,90
"1666",108.8701,35.1917,245,1,118
"1667",101.487,24.974,174,2,79
"1668",109.7453,19.1959,168,4,86
"1669",106.8748,26.8154,146,2,72
"1670",117.323,39.3054,131,3,59
"1671",112.2922,37.5777,132,0,76
"1672",101.0583,37.8099,91,2,71
"1673",114.2,22.3,68,2,6
"1674",122.6085,41.2956,121,1,59
"1675",126.1923,43.6661,91,1,43
"1676",85.2401,41.1129,76,1,22
"1677",113.9448,44.0935,75,0,16
"1678",106.1655,37.2692,71,0,44
"1679",121,23.7,24,1,2
"1680",108,16,16,0,7
"1681",90,60,2,0,2
"1682",95.9956,35.7452,18,0,16
"1683",113.55,22.1667,10,0,6
"1684",88.0924,31.6927,1,0,1
"1685",-3.436,55.3781,9,0,8
"1686",101,15,35,0,17
"1687",138,36,105,1,22
"1688",103.8333,1.2833,85,0,37
"1689",84.25,28.1667,1,0,1
"1690",112.5,2.5,22,0,15
"1691",-123.1207,49.2827,6,0,0
"1692",151.2093,-33.8688,4,0,4
"1693",144.9631,-37.8136,4,0,4
"1694",153.4,-28.0167,5,0,1
"1695",104.9167,11.55,1,0,1
"1696",81,7,1,0,1
"1697",9,51,16,0,14
"1698",26,64,1,0,1
"1699",54,24,9,0,4
"1700",122,13,3,1,1
"1701",78,21,3,0,3
"1702",12,43,20,1,0
"1703",16,63,1,0,0
"1704",-4,40,2,0,2
"1705",138.6007,-34.9285,2,0,2
"1706",4,50.8333,1,0,1
"1707",30,26,1,0,0
"1708",139.638,35.4437,4,0,0
"1709",35.8623,33.8547,1,0,0
"1710",35,31,1,0,0
"1711",-85.3232,51.2538,3,0,3
"1712",112.2707,30.9756,62662,2144,11881
"1713",53,32,18,4,0
"1714",128,36,204,2,16
"1715",2.2137,46.2276,12,1,4
"1716",113.4244,23.3417,1333,5,690
"1717",113.614,33.882,1267,19,736
"1718",120.0934,29.1832,1203,1,679
"1719",111.7088,27.6104,1011,4,661
"1720",117.2264,31.8257,988,6,539
"1721",115.7221,27.614,934,1,489
"1722",118.1498,36.3427,749,4,281
"1723",139.638,35.4437,634,2,1
"1724",119.455,32.9711,631,0,373
"1725",107.874,30.0572,572,6,316
"1726",102.7103,30.6171,525,3,231
"1727",127.7615,47.862,479,12,175
"1728",116.4142,40.1824,396,4,169
"1729",121.4491,31.202,334,2,211
"1730",116.1306,39.549,308,5,184
"1731",117.9874,26.0789,293,1,149
"1732",108.7881,23.8298,246,2,97
"1733",108.8701,35.1917,245,1,134
"1734",101.487,24.974,174,2,96
"1735",109.7453,19.1959,168,4,95
"1736",106.8748,26.8154,146,2,77
"1737",117.323,39.3054,132,3,62
"1738",112.2922,37.5777,132,0,78
"1739",101.0583,37.8099,91,2,76
"1740",114.2,22.3,68,2,5
"1741",122.6085,41.2956,121,1,61
"1742",126.1923,43.6661,91,1,45
"1743",85.2401,41.1129,76,1,24
"1744",113.9448,44.0935,75,0,17
"1745",106.1655,37.2692,71,0,48
"1746",121,23.7,26,1,2
"1747",108,16,16,0,14
"1748",90,60,2,0,2
"1749",95.9956,35.7452,18,0,18
"1750",113.55,22.1667,10,0,6
"1751",88.0924,31.6927,1,0,1
"1752",-3.436,55.3781,9,0,8
"1753",101,15,35,0,17
"1754",138,36,122,1,22
"1755",103.8333,1.2833,85,0,37
"1756",84.25,28.1667,1,0,1
"1757",112.5,2.5,22,0,15
"1758",-123.1207,49.2827,6,0,0
"1759",151.2093,-33.8688,4,0,4
"1760",144.9631,-37.8136,4,0,4
"1761",153.4,-28.0167,5,0,1
"1762",104.9167,11.55,1,0,1
"1763",81,7,1,0,1
"1764",9,51,16,0,14
"1765",26,64,1,0,1
"1766",54,24,13,0,4
"1767",122,13,3,1,1
"1768",78,21,3,0,3
"1769",12,43,62,2,1
"1770",16,63,1,0,0
"1771",-4,40,2,0,2
"1772",138.6007,-34.9285,2,0,2
"1773",4,50.8333,1,0,1
"1774",30,26,1,0,0
"1775",139.638,35.4437,7,0,0
"1776",35.8623,33.8547,1,0,0
"1777",35,31,1,0,0
"1778",-85.3232,51.2538,3,0,3
"1779",112.2707,30.9756,64084,2346,15299
"1780",53,32,28,5,0
"1781",128,36,433,2,16
"1782",2.2137,46.2276,12,1,4
"1783",113.4244,23.3417,1339,5,728
"1784",113.614,33.882,1270,19,830
"1785",120.0934,29.1832,1205,1,719
"1786",111.7088,27.6104,1013,4,692
"1787",117.2264,31.8257,989,6,597
"1788",115.7221,27.614,934,1,555
"1789",118.1498,36.3427,750,4,302
"1790",139.638,35.4437,634,2,1
"1791",119.455,32.9711,631,0,401
"1792",107.874,30.0572,573,6,328
"1793",102.7103,30.6171,526,3,250
"1794",127.7615,47.862,479,12,204
"1795",116.4142,40.1824,399,4,178
"1796",121.4491,31.202,335,3,227
"1797",116.1306,39.549,309,6,203
"1798",117.9874,26.0789,293,1,162
"1799",108.7881,23.8298,249,2,104
"1800",108.8701,35.1917,245,1,149
"1801",101.487,24.974,174,2,107
"1802",109.7453,19.1959,168,4,104
"1803",106.8748,26.8154,146,2,90
"1804",117.323,39.3054,135,3,65
"1805",112.2922,37.5777,132,0,81
"1806",101.0583,37.8099,91,2,76
"1807",114.2,22.3,69,2,6
"1808",122.6085,41.2956,121,1,66
"1809",126.1923,43.6661,91,1,52
"1810",85.2401,41.1129,76,2,25
"1811",113.9448,44.0935,75,0,26
"1812",106.1655,37.2692,71,0,48
"1813",121,23.7,26,1,2
"1814",108,16,16,0,14
"1815",90,60,2,0,2
"1816",95.9956,35.7452,18,0,18
"1817",113.55,22.1667,10,0,6
"1818",88.0924,31.6927,1,0,1
"1819",-3.436,55.3781,9,0,8
"1820",101,15,35,0,21
"1821",138,36,147,1,22
"1822",103.8333,1.2833,89,0,51
"1823",84.25,28.1667,1,0,1
"1824",112.5,2.5,22,0,15
"1825",-123.1207,49.2827,6,0,0
"1826",151.2093,-33.8688,4,0,4
"1827",144.9631,-37.8136,4,0,4
"1828",153.4,-28.0167,5,0,1
"1829",104.9167,11.55,1,0,1
"1830",81,7,1,0,1
"1831",9,51,16,0,14
"1832",26,64,1,0,1
"1833",54,24,13,0,4
"1834",122,13,3,1,1
"1835",78,21,3,0,3
"1836",12,43,155,3,2
"1837",16,63,1,0,0
"1838",-4,40,2,0,2
"1839",138.6007,-34.9285,2,0,2
"1840",4,50.8333,1,0,1
"1841",30,26,1,0,0
"1842",139.638,35.4437,7,0,0
"1843",35.8623,33.8547,1,0,0
"1844",35,31,1,0,0
"1845",-85.3232,51.2538,3,0,3
"1846",112.2707,30.9756,64084,2346,15343
"1847",53,32,43,8,0
"1848",128,36,602,6,18
"1849",2.2137,46.2276,12,1,4
"1850",113.4244,23.3417,1342,6,755
"1851",113.614,33.882,1271,19,868
"1852",120.0934,29.1832,1205,1,760
"1853",111.7088,27.6104,1016,4,714
"1854",117.2264,31.8257,989,6,637
"1855",115.7221,27.614,934,1,613
"1856",118.1498,36.3427,754,4,321
"1857",139.638,35.4437,691,3,0
"1858",119.455,32.9711,631,0,418
"1859",107.874,30.0572,575,6,335
"1860",102.7103,30.6171,526,3,261
"1861",127.7615,47.862,480,12,222
"1862",116.4142,40.1824,399,4,189
"1863",121.4491,31.202,335,3,249
"1864",116.1306,39.549,311,6,219
"1865",117.9874,26.0789,293,1,170
"1866",108.7881,23.8298,249,2,106
"1867",108.8701,35.1917,245,1,163
"1868",101.487,24.974,174,2,115
"1869",109.7453,19.1959,168,5,106
"1870",106.8748,26.8154,146,2,102
"1871",117.323,39.3054,135,3,81
"1872",112.2922,37.5777,132,0,88
"1873",101.0583,37.8099,91,2,78
"1874",114.2,22.3,74,2,11
"1875",122.6085,41.2956,121,1,73
"1876",126.1923,43.6661,91,1,54
"1877",85.2401,41.1129,76,2,28
"1878",113.9448,44.0935,75,0,27
"1879",106.1655,37.2692,71,0,56
"1880",121,23.7,28,1,2
"1881",108,16,16,0,14
"1882",90,60,2,0,2
"1883",95.9956,35.7452,18,0,18
"1884",113.55,22.1667,10,0,6
"1885",88.0924,31.6927,1,0,1
"1886",-3.436,55.3781,9,0,8
"1887",101,15,35,0,21
"1888",138,36,159,1,22
"1889",103.8333,1.2833,89,0,51
"1890",84.25,28.1667,1,0,1
"1891",112.5,2.5,22,0,18
"1892",-123.1207,49.2827,6,0,0
"1893",151.2093,-33.8688,4,0,4
"1894",144.9631,-37.8136,4,0,4
"1895",153.4,-28.0167,5,0,1
"1896",104.9167,11.55,1,0,1
"1897",81,7,1,0,1
"1898",9,51,16,0,14
"1899",26,64,1,0,1
"1900",54,24,13,0,4
"1901",122,13,3,1,1
"1902",78,21,3,0,3
"1903",12,43,229,7,1
"1904",16,63,1,0,0
"1905",-4,40,2,0,2
"1906",138.6007,-34.9285,2,0,2
"1907",4,50.8333,1,0,1
"1908",30,26,1,0,0
"1909",139.638,35.4437,7,0,0
"1910",35.8623,33.8547,1,0,0
"1911",44,33,1,0,0
"1912",57,21,2,0,0
"1913",65,33,1,0,0
"1914",50.55,26.0275,1,0,0
"1915",47.75,29.5,1,0,0
"1916",35,31,1,0,0
"1917",-85.3232,51.2538,4,0,3
"1918",139.638,35.4437,36,0,0
"1919",112.2707,30.9756,64287,2495,16748
"1920",53,32,61,12,0
"1921",128,36,833,8,18
"1922",2.2137,46.2276,12,1,4
"1923",113.4244,23.3417,1345,6,786
"1924",113.614,33.882,1271,19,943
"1925",120.0934,29.1832,1205,1,782
"1926",111.7088,27.6104,1016,4,731
"1927",117.2264,31.8257,989,6,663
"1928",115.7221,27.614,934,1,645
"1929",118.1498,36.3427,755,5,343
"1930",139.638,35.4437,691,3,0
"1931",119.455,32.9711,631,0,452
"1932",107.874,30.0572,576,6,349
"1933",102.7103,30.6171,527,3,276
"1934",127.7615,47.862,480,12,227
"1935",116.4142,40.1824,399,4,198
"1936",121.4491,31.202,335,3,261
"1937",116.1306,39.549,311,6,234
"1938",117.9874,26.0789,293,1,183
"1939",108.7881,23.8298,251,2,112
"1940",108.8701,35.1917,245,1,173
"1941",101.487,24.974,174,2,124
"1942",109.7453,19.1959,168,5,116
"1943",106.8748,26.8154,146,2,102
"1944",117.323,39.3054,135,3,87
"1945",112.2922,37.5777,133,0,94
"1946",101.0583,37.8099,91,2,80
"1947",114.2,22.3,79,2,19
"1948",122.6085,41.2956,121,1,80
"1949",126.1923,43.6661,93,1,60
"1950",85.2401,41.1129,76,2,30
"1951",113.9448,44.0935,75,0,34
"1952",106.1655,37.2692,71,0,58
"1953",121,23.7,30,1,5
"1954",108,16,16,0,14
"1955",90,60,2,0,2
"1956",95.9956,35.7452,18,0,18
"1957",113.55,22.1667,10,0,6
"1958",88.0924,31.6927,1,0,1
"1959",-3.436,55.3781,13,0,8
"1960",101,15,37,0,22
"1961",138,36,170,1,22
"1962",103.8333,1.2833,91,0,53
"1963",84.25,28.1667,1,0,1
"1964",112.5,2.5,22,0,18
"1965",-123.1207,49.2827,7,0,0
"1966",151.2093,-33.8688,4,0,4
"1967",144.9631,-37.8136,4,0,4
"1968",153.4,-28.0167,5,0,1
"1969",104.9167,11.55,1,0,1
"1970",81,7,1,0,1
"1971",9,51,17,0,14
"1972",26,64,1,0,1
"1973",54,24,13,0,4
"1974",122,13,3,1,1
"1975",78,21,3,0,3
"1976",12,43,322,10,1
"1977",16,63,1,0,0
"1978",-4,40,6,0,2
"1979",138.6007,-34.9285,2,0,2
"1980",4,50.8333,1,0,1
"1981",30,26,1,0,0
"1982",139.638,35.4437,7,0,0
"1983",35.8623,33.8547,1,0,0
"1984",44,33,1,0,0
"1985",57,21,2,0,0
"1986",65,33,1,0,0
"1987",50.55,26.0275,23,0,0
"1988",47.75,29.5,11,0,0
"1989",1.6596,28.0339,1,0,0
"1990",15.2,45.1,1,0,0
"1991",8.2275,46.8182,1,0,0
"1992",14.5501,47.5162,2,0,0
"1993",35,31,1,0,0
"1994",-85.3232,51.2538,4,0,3
"1995",139.638,35.4437,36,0,0
"1996",112.2707,30.9756,64786,2563,18971
"1997",53,32,95,16,0
"1998",128,36,977,10,22
"1999",2.2137,46.2276,14,1,11
"2000",113.4244,23.3417,1347,7,822
"2001",113.614,33.882,1271,19,1002
"2002",120.0934,29.1832,1205,1,808
"2003",111.7088,27.6104,1016,4,768
"2004",117.2264,31.8257,989,6,712
"2005",115.7221,27.614,934,1,683
"2006",118.1498,36.3427,756,6,355
"2007",139.638,35.4437,691,3,0
"2008",119.455,32.9711,631,0,458
"2009",107.874,30.0572,576,6,372
"2010",102.7103,30.6171,529,3,289
"2011",127.7615,47.862,480,12,243
"2012",116.4142,40.1824,400,4,215
"2013",121.4491,31.202,336,3,268
"2014",116.1306,39.549,311,6,248
"2015",117.9874,26.0789,294,1,199
"2016",108.7881,23.8298,252,2,134
"2017",108.8701,35.1917,245,1,186
"2018",101.487,24.974,174,2,129
"2019",109.7453,19.1959,168,5,124
"2020",106.8748,26.8154,146,2,104
"2021",117.323,39.3054,135,3,91
"2022",112.2922,37.5777,133,0,98
"2023",101.0583,37.8099,91,2,80
"2024",114.2,22.3,84,2,19
"2025",122.6085,41.2956,121,1,83
"2026",126.1923,43.6661,93,1,63
"2027",85.2401,41.1129,76,2,30
"2028",113.9448,44.0935,75,0,35
"2029",106.1655,37.2692,71,0,61
"2030",121,23.7,31,1,5
"2031",108,16,16,0,16
"2032",90,60,2,0,2
"2033",95.9956,35.7452,18,0,18
"2034",113.55,22.1667,10,0,7
"2035",88.0924,31.6927,1,0,1
"2036",-3.436,55.3781,13,0,8
"2037",101,15,40,0,22
"2038",138,36,189,2,22
"2039",103.8333,1.2833,93,0,62
"2040",84.25,28.1667,1,0,1
"2041",112.5,2.5,22,0,18
"2042",-123.1207,49.2827,7,0,0
"2043",151.2093,-33.8688,4,0,4
"2044",144.9631,-37.8136,4,0,4
"2045",153.4,-28.0167,5,0,1
"2046",104.9167,11.55,1,0,1
"2047",81,7,1,0,1
"2048",9,51,27,0,15
"2049",26,64,2,0,1
"2050",54,24,13,0,4
"2051",122,13,3,1,1
"2052",78,21,3,0,3
"2053",12,43,453,12,3
"2054",16,63,2,0,0
"2055",-4,40,13,0,2
"2056",138.6007,-34.9285,2,0,2
"2057",4,50.8333,1,0,1
"2058",30,26,1,0,0
"2059",139.638,35.4437,7,0,0
"2060",35.8623,33.8547,2,0,0
"2061",44,33,5,0,0
"2062",57,21,4,0,0
"2063",65,33,1,0,0
"2064",50.55,26.0275,33,0,0
"2065",47.75,29.5,26,0,0
"2066",1.6596,28.0339,1,0,0
"2067",15.2,45.1,3,0,0
"2068",8.2275,46.8182,1,0,0
"2069",14.5501,47.5162,2,0,0
"2070",35,31,2,0,0
"2071",69.3451,30.3753,2,0,0
"2072",-51.9253,-14.235,1,0,0
"2073",43.3569,42.3154,1,0,0
"2074",21.8243,39.0742,1,0,0
"2075",21.7453,41.6086,1,0,0
"2076",8.4689,60.472,1,0,0
"2077",24.9668,45.9432,1,0,0
"2078",-85.3232,51.2538,4,0,3
"2079",139.638,35.4437,42,0,0
"2080",112.2707,30.9756,65187,2615,20969
"2081",53,32,139,19,49
"2082",128,36,1261,12,22
"2083",2.2137,46.2276,18,2,11
"2084",113.4244,23.3417,1347,7,851
"2085",113.614,33.882,1271,19,1033
"2086",120.0934,29.1832,1205,1,867
"2087",111.7088,27.6104,1016,4,783
"2088",117.2264,31.8257,989,6,744
"2089",115.7221,27.614,934,1,719
"2090",118.1498,36.3427,756,6,377
"2091",139.638,35.4437,705,4,10
"2092",119.455,32.9711,631,0,478
"2093",107.874,30.0572,576,6,384
"2094",102.7103,30.6171,531,3,307
"2095",127.7615,47.862,480,12,249
"2096",116.4142,40.1824,400,4,235
"2097",121.4491,31.202,337,3,272
"2098",116.1306,39.549,312,6,261
"2099",117.9874,26.0789,294,1,218
"2100",108.7881,23.8298,252,2,147
"2101",108.8701,35.1917,245,1,192
"2102",101.487,24.974,174,2,144
"2103",109.7453,19.1959,168,5,129
"2104",106.8748,26.8154,146,2,104
"2105",117.323,39.3054,135,3,96
"2106",112.2922,37.5777,133,0,104
"2107",101.0583,37.8099,91,2,81
"2108",114.2,22.3,91,2,24
"2109",122.6085,41.2956,121,1,88
"2110",126.1923,43.6661,93,1,65
"2111",85.2401,41.1129,76,2,34
"2112",113.9448,44.0935,75,0,38
"2113",106.1655,37.2692,71,0,65
"2114",121,23.7,32,1,5
"2115",108,16,16,0,16
"2116",90,60,2,0,2
"2117",95.9956,35.7452,18,0,18
"2118",113.55,22.1667,10,0,7
"2119",88.0924,31.6927,1,0,1
"2120",-3.436,55.3781,13,0,8
"2121",101,15,40,0,22
"2122",138,36,214,4,22
"2123",103.8333,1.2833,93,0,62
"2124",84.25,28.1667,1,0,1
"2125",112.5,2.5,23,0,18
"2126",-123.1207,49.2827,7,0,3
"2127",151.2093,-33.8688,4,0,4
"2128",144.9631,-37.8136,4,0,4
"2129",153.4,-28.0167,5,0,1
"2130",104.9167,11.55,1,0,1
"2131",81,7,1,0,1
"2132",9,51,46,0,16
"2133",26,64,2,0,1
"2134",54,24,13,0,4
"2135",122,13,3,1,1
"2136",78,21,3,0,3
"2137",12,43,655,17,45
"2138",16,63,7,0,0
"2139",-4,40,15,0,2
"2140",138.6007,-34.9285,2,0,2
"2141",4,50.8333,1,0,1
"2142",30,26,1,0,0
"2143",139.638,35.4437,8,0,0
"2144",35.8623,33.8547,2,0,0
"2145",44,33,7,0,0
"2146",57,21,4,0,0
"2147",65,33,1,0,0
"2148",50.55,26.0275,33,0,0
"2149",47.75,29.5,43,0,0
"2150",1.6596,28.0339,1,0,0
"2151",15.2,45.1,3,0,0
"2152",8.2275,46.8182,8,0,0
"2153",14.5501,47.5162,3,0,0
"2154",35,31,3,0,1
"2155",69.3451,30.3753,2,0,0
"2156",-51.9253,-14.235,1,0,0
"2157",43.3569,42.3154,1,0,0
"2158",21.8243,39.0742,3,0,0
"2159",21.7453,41.6086,1,0,0
"2160",8.4689,60.472,1,0,0
"2161",24.9668,45.9432,1,0,0
"2162",25.0136,58.5953,1,0,0
"2163",12.4578,43.9424,1,0,0
"2164",-85.3232,51.2538,6,0,3
"2165",139.638,35.4437,42,0,0
"2166",112.2707,30.9756,65596,2641,23383
"2167",53,32,245,26,49
"2168",128,36,1766,13,22
"2169",2.2137,46.2276,38,2,11
"2170",113.4244,23.3417,1347,7,890
"2171",113.614,33.882,1272,20,1068
"2172",120.0934,29.1832,1205,1,932
"2173",111.7088,27.6104,1017,4,804
"2174",117.2264,31.8257,989,6,792
"2175",115.7221,27.614,934,1,754
"2176",118.1498,36.3427,756,6,387
"2177",139.638,35.4437,705,4,10
"2178",119.455,32.9711,631,0,498
"2179",107.874,30.0572,576,6,401
"2180",102.7103,30.6171,534,3,321
"2181",127.7615,47.862,480,13,270
"2182",9.5018,56.2639,1,0,0
"2183",116.4142,40.1824,410,5,248
"2184",121.4491,31.202,337,3,276
"2185",116.1306,39.549,317,6,274
"2186",117.9874,26.0789,296,1,228
"2187",108.7881,23.8298,252,2,161
"2188",108.8701,35.1917,245,1,195
"2189",101.487,24.974,174,2,150
"2190",109.7453,19.1959,168,5,131
"2191",106.8748,26.8154,146,2,112
"2192",117.323,39.3054,136,3,102
"2193",112.2922,37.5777,133,0,107
"2194",101.0583,37.8099,91,2,81
"2195",114.2,22.3,92,2,24
"2196",122.6085,41.2956,121,1,93
"2197",126.1923,43.6661,93,1,67
"2198",85.2401,41.1129,76,2,43
"2199",113.9448,44.0935,75,0,43
"2200",106.1655,37.2692,72,0,68
"2201",121,23.7,32,1,5
"2202",108,16,16,0,16
"2203",90,60,2,0,2
"2204",95.9956,35.7452,18,0,18
"2205",113.55,22.1667,10,0,8
"2206",88.0924,31.6927,1,0,1
"2207",-3.436,55.3781,15,0,8
"2208",5.2913,52.1326,1,0,0
"2209",101,15,41,0,28
"2210",138,36,228,4,22
"2211",103.8333,1.2833,93,0,62
"2212",84.25,28.1667,1,0,1
"2213",112.5,2.5,23,0,18
"2214",-123.1207,49.2827,7,0,3
"2215",151.2093,-33.8688,4,0,4
"2216",144.9631,-37.8136,4,0,4
"2217",153.4,-28.0167,5,0,1
"2218",104.9167,11.55,1,0,1
"2219",81,7,1,0,1
"2220",9,51,48,0,16
"2221",26,64,2,0,1
"2222",54,24,19,0,5
"2223",122,13,3,1,1
"2224",78,21,3,0,3
"2225",12,43,888,21,46
"2226",16,63,7,0,0
"2227",-4,40,32,0,2
"2228",138.6007,-34.9285,2,0,2
"2229",4,50.8333,1,0,1
"2230",30,26,1,0,1
"2231",139.638,35.4437,8,0,0
"2232",35.8623,33.8547,2,0,0
"2233",44,33,7,0,0
"2234",57,21,4,0,0
"2235",65,33,1,0,0
"2236",50.55,26.0275,36,0,0
"2237",47.75,29.5,45,0,0
"2238",1.6596,28.0339,1,0,0
"2239",15.2,45.1,5,0,0
"2240",8.2275,46.8182,8,0,0
"2241",14.5501,47.5162,3,0,0
"2242",35,31,4,0,1
"2243",69.3451,30.3753,2,0,0
"2244",-51.9253,-14.235,1,0,0
"2245",43.3569,42.3154,1,0,0
"2246",21.8243,39.0742,4,0,0
"2247",21.7453,41.6086,1,0,0
"2248",8.4689,60.472,6,0,0
"2249",24.9668,45.9432,3,0,0
"2250",25.0136,58.5953,1,0,0
"2251",12.4578,43.9424,1,0,0
"2252",27.9534,53.7098,1,0,0
"2253",-19.0208,64.9631,1,0,0
"2254",23.8813,55.1694,1,0,0
"2255",-102.5528,23.6345,1,0,0
"2256",174.886,-40.9006,1,0,0
"2257",8.6753,9.082,1,0,0
"2258",-85.3232,51.2538,6,0,3
"2259",-73.5491,52.9399,1,0,0
"2260",139.638,35.4437,44,0,0
"2261",112.2707,30.9756,65914,2682,26403
"2262",53,32,388,34,73
"2263",128,36,2337,13,22
"2264",2.2137,46.2276,57,2,11
"2265",113.4244,23.3417,1348,7,935
"2266",113.614,33.882,1272,20,1112
"2267",120.0934,29.1832,1205,1,975
"2268",111.7088,27.6104,1017,4,830
"2269",117.2264,31.8257,990,6,821
"2270",115.7221,27.614,935,1,790
"2271",118.1498,36.3427,756,6,405
"2272",139.638,35.4437,705,6,10
"2273",119.455,32.9711,631,0,515
"2274",107.874,30.0572,576,6,422
"2275",102.7103,30.6171,538,3,338
"2276",127.7615,47.862,480,13,283
"2277",9.5018,56.2639,1,0,0
"2278",116.4142,40.1824,410,7,257
"2279",121.4491,31.202,337,3,279
"2280",116.1306,39.549,318,6,277
"2281",117.9874,26.0789,296,1,235
"2282",108.7881,23.8298,252,2,168
"2283",108.8701,35.1917,245,1,199
"2284",101.487,24.974,174,2,156
"2285",109.7453,19.1959,168,5,133
"2286",106.8748,26.8154,146,2,112
"2287",117.323,39.3054,136,3,102
"2288",112.2922,37.5777,133,0,112
"2289",101.0583,37.8099,91,2,82
"2290",114.2,22.3,94,2,30
"2291",122.6085,41.2956,121,1,93
"2292",126.1923,43.6661,93,1,73
"2293",85.2401,41.1129,76,3,52
"2294",113.9448,44.0935,75,0,45
"2295",106.1655,37.2692,72,0,68
"2296",121,23.7,34,1,6
"2297",108,16,16,0,16
"2298",90,60,2,0,2
"2299",95.9956,35.7452,18,0,18
"2300",113.55,22.1667,10,0,8
"2301",88.0924,31.6927,1,0,1
"2302",-3.436,55.3781,20,0,8
"2303",5.2913,52.1326,1,0,0
"2304",101,15,42,0,28
"2305",138,36,241,5,32
"2306",103.8333,1.2833,102,0,72
"2307",84.25,28.1667,1,0,1
"2308",112.5,2.5,25,0,18
"2309",-123.1207,49.2827,8,0,3
"2310",151.2093,-33.8688,4,0,4
"2311",144.9631,-37.8136,7,0,4
"2312",153.4,-28.0167,9,0,1
"2313",104.9167,11.55,1,0,1
"2314",81,7,1,0,1
"2315",9,51,79,0,16
"2316",26,64,3,0,1
"2317",54,24,21,0,5
"2318",122,13,3,1,1
"2319",78,21,3,0,3
"2320",12,43,1128,29,46
"2321",16,63,12,0,0
"2322",-4,40,45,0,2
"2323",138.6007,-34.9285,3,0,2
"2324",4,50.8333,1,0,1
"2325",30,26,1,0,1
"2326",35.8623,33.8547,4,0,0
"2327",44,33,13,0,0
"2328",57,21,6,0,1
