"","lng","lat"
"1202",-85.3232,51.2538
"1203",112.2707,30.9756
"1204",128,36
"1205",2.2137,46.2276
"1206",113.4244,23.3417
"1207",113.614,33.882
"1208",120.0934,29.1832
"1209",111.7088,27.6104
"1210",117.2264,31.8257
"1211",115.7221,27.614
"1212",118.1498,36.3427
"1213",139.638,35.4437
"1214",119.455,32.9711
"1215",107.874,30.0572
"1216",102.7103,30.6171
"1217",127.7615,47.862
"1218",116.4142,40.1824
"1219",121.4491,31.202
"1220",116.1306,39.549
"1221",117.9874,26.0789
"1222",108.7881,23.8298
"1223",108.8701,35.1917
"1224",101.487,24.974
"1225",109.7453,19.1959
"1226",106.8748,26.8154
"1227",117.323,39.3054
"1228",112.2922,37.5777
"1229",101.0583,37.8099
"1230",114.2,22.3
"1231",122.6085,41.2956
"1232",126.1923,43.6661
"1233",85.2401,41.1129
"1234",113.9448,44.0935
"1235",106.1655,37.2692
"1236",121,23.7
"1237",108,16
"1238",90,60
"1239",95.9956,35.7452
"1240",113.55,22.1667
"1241",88.0924,31.6927
"1242",-3.436,55.3781
"1243",101,15
"1244",138,36
"1245",103.8333,1.2833
"1246",84.25,28.1667
"1247",112.5,2.5
"1248",-123.1207,49.2827
"1249",151.2093,-33.8688
"1250",144.9631,-37.8136
"1251",153.4,-28.0167
"1252",104.9167,11.55
"1253",81,7
"1254",9,51
"1255",26,64
"1256",54,24
"1257",122,13
"1258",78,21
"1259",12,43
"1260",16,63
"1261",-4,40
"1262",138.6007,-34.9285
"1263",4,50.8333
"1264",30,26
"1265",-85.3232,51.2538
"1266",112.2707,30.9756
"1267",128,36
"1268",2.2137,46.2276
"1269",113.4244,23.3417
"1270",113.614,33.882
"1271",120.0934,29.1832
"1272",111.7088,27.6104
"1273",117.2264,31.8257
"1274",115.7221,27.614
"1275",118.1498,36.3427
"1276",139.638,35.4437
"1277",119.455,32.9711
"1278",107.874,30.0572
"1279",102.7103,30.6171
"1280",127.7615,47.862
"1281",116.4142,40.1824
"1282",121.4491,31.202
"1283",116.1306,39.549
"1284",117.9874,26.0789
"1285",108.7881,23.8298
"1286",108.8701,35.1917
"1287",101.487,24.974
"1288",109.7453,19.1959
"1289",106.8748,26.8154
"1290",117.323,39.3054
"1291",112.2922,37.5777
"1292",101.0583,37.8099
"1293",114.2,22.3
"1294",122.6085,41.2956
"1295",126.1923,43.6661
"1296",85.2401,41.1129
"1297",113.9448,44.0935
"1298",106.1655,37.2692
"1299",121,23.7
"1300",108,16
"1301",90,60
"1302",95.9956,35.7452
"1303",113.55,22.1667
"1304",88.0924,31.6927
"1305",-3.436,55.3781
"1306",101,15
"1307",138,36
"1308",103.8333,1.2833
"1309",84.25,28.1667
"1310",112.5,2.5
"1311",-123.1207,49.2827
"1312",151.2093,-33.8688
"1313",144.9631,-37.8136
"1314",153.4,-28.0167
"1315",104.9167,11.55
"1316",81,7
"1317",9,51
"1318",26,64
"1319",54,24
"1320",122,13
"1321",78,21
"1322",12,43
"1323",16,63
"1324",-4,40
"1325",138.6007,-34.9285
"1326",4,50.8333
"1327",30,26
"1328",-85.3232,51.2538
"1329",112.2707,30.9756
"1330",128,36
"1331",2.2137,46.2276
"1332",113.4244,23.3417
"1333",113.614,33.882
"1334",120.0934,29.1832
"1335",111.7088,27.6104
"1336",117.2264,31.8257
"1337",115.7221,27.614
"1338",118.1498,36.3427
"1339",139.638,35.4437
"1340",119.455,32.9711
"1341",107.874,30.0572
"1342",102.7103,30.6171
"1343",127.7615,47.862
"1344",116.4142,40.1824
"1345",121.4491,31.202
"1346",116.1306,39.549
"1347",117.9874,26.0789
"1348",108.7881,23.8298
"1349",108.8701,35.1917
"1350",101.487,24.974
"1351",109.7453,19.1959
"1352",106.8748,26.8154
"1353",117.323,39.3054
"1354",112.2922,37.5777
"1355",101.0583,37.8099
"1356",114.2,22.3
"1357",122.6085,41.2956
"1358",126.1923,43.6661
"1359",85.2401,41.1129
"1360",113.9448,44.0935
"1361",106.1655,37.2692
"1362",121,23.7
"1363",108,16
"1364",90,60
"1365",95.9956,35.7452
"1366",113.55,22.1667
"1367",88.0924,31.6927
"1368",-3.436,55.3781
"1369",101,15
"1370",138,36
"1371",103.8333,1.2833
"1372",84.25,28.1667
"1373",112.5,2.5
"1374",-123.1207,49.2827
"1375",151.2093,-33.8688
"1376",144.9631,-37.8136
"1377",153.4,-28.0167
"1378",104.9167,11.55
"1379",81,7
"1380",9,51
"1381",26,64
"1382",54,24
"1383",122,13
"1384",78,21
"1385",12,43
"1386",16,63
"1387",-4,40
"1388",138.6007,-34.9285
"1389",4,50.8333
"1390",30,26
"1391",-85.3232,51.2538
"1392",112.2707,30.9756
"1393",128,36
"1394",2.2137,46.2276
"1395",113.4244,23.3417
"1396",113.614,33.882
"1397",120.0934,29.1832
"1398",111.7088,27.6104
"1399",117.2264,31.8257
"1400",115.7221,27.614
"1401",118.1498,36.3427
"1402",139.638,35.4437
"1403",119.455,32.9711
"1404",107.874,30.0572
"1405",102.7103,30.6171
"1406",127.7615,47.862
"1407",116.4142,40.1824
"1408",121.4491,31.202
"1409",116.1306,39.549
"1410",117.9874,26.0789
"1411",108.7881,23.8298
"1412",108.8701,35.1917
"1413",101.487,24.974
"1414",109.7453,19.1959
"1415",106.8748,26.8154
"1416",117.323,39.3054
"1417",112.2922,37.5777
"1418",101.0583,37.8099
"1419",114.2,22.3
"1420",122.6085,41.2956
"1421",126.1923,43.6661
"1422",85.2401,41.1129
"1423",113.9448,44.0935
"1424",106.1655,37.2692
"1425",121,23.7
"1426",108,16
"1427",90,60
"1428",95.9956,35.7452
"1429",113.55,22.1667
"1430",88.0924,31.6927
"1431",-3.436,55.3781
"1432",101,15
"1433",138,36
"1434",103.8333,1.2833
"1435",84.25,28.1667
"1436",112.5,2.5
"1437",-123.1207,49.2827
"1438",151.2093,-33.8688
"1439",144.9631,-37.8136
"1440",153.4,-28.0167
"1441",104.9167,11.55
"1442",81,7
"1443",9,51
"1444",26,64
"1445",54,24
"1446",122,13
"1447",78,21
"1448",12,43
"1449",16,63
"1450",-4,40
"1451",138.6007,-34.9285
"1452",4,50.8333
"1453",30,26
"1454",-85.3232,51.2538
"1455",112.2707,30.9756
"1456",128,36
"1457",2.2137,46.2276
"1458",113.4244,23.3417
"1459",113.614,33.882
"1460",120.0934,29.1832
"1461",111.7088,27.6104
"1462",117.2264,31.8257
"1463",115.7221,27.614
"1464",118.1498,36.3427
"1465",139.638,35.4437
"1466",119.455,32.9711
"1467",107.874,30.0572
"1468",102.7103,30.6171
"1469",127.7615,47.862
"1470",116.4142,40.1824
"1471",121.4491,31.202
"1472",116.1306,39.549
"1473",117.9874,26.0789
"1474",108.7881,23.8298
"1475",108.8701,35.1917
"1476",101.487,24.974
"1477",109.7453,19.1959
"1478",106.8748,26.8154
"1479",117.323,39.3054
"1480",112.2922,37.5777
"1481",101.0583,37.8099
"1482",114.2,22.3
"1483",122.6085,41.2956
"1484",126.1923,43.6661
"1485",85.2401,41.1129
"1486",113.9448,44.0935
"1487",106.1655,37.2692
"1488",121,23.7
"1489",108,16
"1490",90,60
"1491",95.9956,35.7452
"1492",113.55,22.1667
"1493",88.0924,31.6927
"1494",-3.436,55.3781
"1495",101,15
"1496",138,36
"1497",103.8333,1.2833
"1498",84.25,28.1667
"1499",112.5,2.5
"1500",-123.1207,49.2827
"1501",151.2093,-33.8688
"1502",144.9631,-37.8136
"1503",153.4,-28.0167
"1504",104.9167,11.55
"1505",81,7
"1506",9,51
"1507",26,64
"1508",54,24
"1509",122,13
"1510",78,21
"1511",12,43
"1512",16,63
"1513",-4,40
"1514",138.6007,-34.9285
"1515",4,50.8333
"1516",30,26
"1517",-85.3232,51.2538
"1518",112.2707,30.9756
"1519",128,36
"1520",2.2137,46.2276
"1521",113.4244,23.3417
"1522",113.614,33.882
"1523",120.0934,29.1832
"1524",111.7088,27.6104
"1525",117.2264,31.8257
"1526",115.7221,27.614
"1527",118.1498,36.3427
"1528",139.638,35.4437
"1529",119.455,32.9711
"1530",107.874,30.0572
"1531",102.7103,30.6171
"1532",127.7615,47.862
"1533",116.4142,40.1824
"1534",121.4491,31.202
"1535",116.1306,39.549
"1536",117.9874,26.0789
"1537",108.7881,23.8298
"1538",108.8701,35.1917
"1539",101.487,24.974
"1540",109.7453,19.1959
"1541",106.8748,26.8154
"1542",117.323,39.3054
"1543",112.2922,37.5777
"1544",101.0583,37.8099
"1545",114.2,22.3
"1546",122.6085,41.2956
"1547",126.1923,43.6661
"1548",85.2401,41.1129
"1549",113.9448,44.0935
"1550",106.1655,37.2692
"1551",121,23.7
"1552",108,16
"1553",90,60
"1554",95.9956,35.7452
"1555",113.55,22.1667
"1556",88.0924,31.6927
"1557",-3.436,55.3781
"1558",101,15
"1559",138,36
"1560",103.8333,1.2833
"1561",84.25,28.1667
"1562",112.5,2.5
"1563",-123.1207,49.2827
"1564",151.2093,-33.8688
"1565",144.9631,-37.8136
"1566",153.4,-28.0167
"1567",104.9167,11.55
"1568",81,7
"1569",9,51
"1570",26,64
"1571",54,24
"1572",122,13
"1573",78,21
"1574",12,43
"1575",16,63
"1576",-4,40
"1577",138.6007,-34.9285
"1578",4,50.8333
"1579",30,26
"1580",-85.3232,51.2538
"1581",112.2707,30.9756
"1582",53,32
"1583",128,36
"1584",2.2137,46.2276
"1585",113.4244,23.3417
"1586",113.614,33.882
"1587",120.0934,29.1832
"1588",111.7088,27.6104
"1589",117.2264,31.8257
"1590",115.7221,27.614
"1591",118.1498,36.3427
"1592",139.638,35.4437
"1593",119.455,32.9711
"1594",107.874,30.0572
"1595",102.7103,30.6171
"1596",127.7615,47.862
"1597",116.4142,40.1824
"1598",121.4491,31.202
"1599",116.1306,39.549
"1600",117.9874,26.0789
"1601",108.7881,23.8298
"1602",108.8701,35.1917
"1603",101.487,24.974
"1604",109.7453,19.1959
"1605",106.8748,26.8154
"1606",117.323,39.3054
"1607",112.2922,37.5777
"1608",101.0583,37.8099
"1609",114.2,22.3
"1610",122.6085,41.2956
"1611",126.1923,43.6661
"1612",85.2401,41.1129
"1613",113.9448,44.0935
"1614",106.1655,37.2692
"1615",121,23.7
"1616",108,16
"1617",90,60
"1618",95.9956,35.7452
"1619",113.55,22.1667
"1620",88.0924,31.6927
"1621",-3.436,55.3781
"1622",101,15
"1623",138,36
"1624",103.8333,1.2833
"1625",84.25,28.1667
"1626",112.5,2.5
"1627",-123.1207,49.2827
"1628",151.2093,-33.8688
"1629",144.9631,-37.8136
"1630",153.4,-28.0167
"1631",104.9167,11.55
"1632",81,7
"1633",9,51
"1634",26,64
"1635",54,24
"1636",122,13
"1637",78,21
"1638",12,43
"1639",16,63
"1640",-4,40
"1641",138.6007,-34.9285
"1642",4,50.8333
"1643",30,26
"1644",-85.3232,51.2538
"1645",112.2707,30.9756
"1646",53,32
"1647",128,36
"1648",2.2137,46.2276
"1649",113.4244,23.3417
"1650",113.614,33.882
"1651",120.0934,29.1832
"1652",111.7088,27.6104
"1653",117.2264,31.8257
"1654",115.7221,27.614
"1655",118.1498,36.3427
"1656",139.638,35.4437
"1657",119.455,32.9711
"1658",107.874,30.0572
"1659",102.7103,30.6171
"1660",127.7615,47.862
"1661",116.4142,40.1824
"1662",121.4491,31.202
"1663",116.1306,39.549
"1664",117.9874,26.0789
"1665",108.7881,23.8298
"1666",108.8701,35.1917
"1667",101.487,24.974
"1668",109.7453,19.1959
"1669",106.8748,26.8154
"1670",117.323,39.3054
"1671",112.2922,37.5777
"1672",101.0583,37.8099
"1673",114.2,22.3
"1674",122.6085,41.2956
"1675",126.1923,43.6661
"1676",85.2401,41.1129
"1677",113.9448,44.0935
"1678",106.1655,37.2692
"1679",121,23.7
"1680",108,16
"1681",90,60
"1682",95.9956,35.7452
"1683",113.55,22.1667
"1684",88.0924,31.6927
"1685",-3.436,55.3781
"1686",101,15
"1687",138,36
"1688",103.8333,1.2833
"1689",84.25,28.1667
"1690",112.5,2.5
"1691",-123.1207,49.2827
"1692",151.2093,-33.8688
"1693",144.9631,-37.8136
"1694",153.4,-28.0167
"1695",104.9167,11.55
"1696",81,7
"1697",9,51
"1698",26,64
"1699",54,24
"1700",122,13
"1701",78,21
"1702",12,43
"1703",16,63
"1704",-4,40
"1705",138.6007,-34.9285
"1706",4,50.8333
"1707",30,26
"1708",139.638,35.4437
"1709",35.8623,33.8547
"1710",35,31
"1711",-85.3232,51.2538
"1712",112.2707,30.9756
"1713",53,32
"1714",128,36
"1715",2.2137,46.2276
"1716",113.4244,23.3417
"1717",113.614,33.882
"1718",120.0934,29.1832
"1719",111.7088,27.6104
"1720",117.2264,31.8257
"1721",115.7221,27.614
"1722",118.1498,36.3427
"1723",139.638,35.4437
"1724",119.455,32.9711
"1725",107.874,30.0572
"1726",102.7103,30.6171
"1727",127.7615,47.862
"1728",116.4142,40.1824
"1729",121.4491,31.202
"1730",116.1306,39.549
"1731",117.9874,26.0789
"1732",108.7881,23.8298
"1733",108.8701,35.1917
"1734",101.487,24.974
"1735",109.7453,19.1959
"1736",106.8748,26.8154
"1737",117.323,39.3054
"1738",112.2922,37.5777
"1739",101.0583,37.8099
"1740",114.2,22.3
"1741",122.6085,41.2956
"1742",126.1923,43.6661
"1743",85.2401,41.1129
"1744",113.9448,44.0935
"1745",106.1655,37.2692
"1746",121,23.7
"1747",108,16
"1748",90,60
"1749",95.9956,35.7452
"1750",113.55,22.1667
"1751",88.0924,31.6927
"1752",-3.436,55.3781
"1753",101,15
"1754",138,36
"1755",103.8333,1.2833
"1756",84.25,28.1667
"1757",112.5,2.5
"1758",-123.1207,49.2827
"1759",151.2093,-33.8688
"1760",144.9631,-37.8136
"1761",153.4,-28.0167
"1762",104.9167,11.55
"1763",81,7
"1764",9,51
"1765",26,64
"1766",54,24
"1767",122,13
"1768",78,21
"1769",12,43
"1770",16,63
"1771",-4,40
"1772",138.6007,-34.9285
"1773",4,50.8333
"1774",30,26
"1775",139.638,35.4437
"1776",35.8623,33.8547
"1777",35,31
"1778",-85.3232,51.2538
"1779",112.2707,30.9756
"1780",53,32
"1781",128,36
"1782",2.2137,46.2276
"1783",113.4244,23.3417
"1784",113.614,33.882
"1785",120.0934,29.1832
"1786",111.7088,27.6104
"1787",117.2264,31.8257
"1788",115.7221,27.614
"1789",118.1498,36.3427
"1790",139.638,35.4437
"1791",119.455,32.9711
"1792",107.874,30.0572
"1793",102.7103,30.6171
"1794",127.7615,47.862
"1795",116.4142,40.1824
"1796",121.4491,31.202
"1797",116.1306,39.549
"1798",117.9874,26.0789
"1799",108.7881,23.8298
"1800",108.8701,35.1917
"1801",101.487,24.974
"1802",109.7453,19.1959
"1803",106.8748,26.8154
"1804",117.323,39.3054
"1805",112.2922,37.5777
"1806",101.0583,37.8099
"1807",114.2,22.3
"1808",122.6085,41.2956
"1809",126.1923,43.6661
"1810",85.2401,41.1129
"1811",113.9448,44.0935
"1812",106.1655,37.2692
"1813",121,23.7
"1814",108,16
"1815",90,60
"1816",95.9956,35.7452
"1817",113.55,22.1667
"1818",88.0924,31.6927
"1819",-3.436,55.3781
"1820",101,15
"1821",138,36
"1822",103.8333,1.2833
"1823",84.25,28.1667
"1824",112.5,2.5
"1825",-123.1207,49.2827
"1826",151.2093,-33.8688
"1827",144.9631,-37.8136
"1828",153.4,-28.0167
"1829",104.9167,11.55
"1830",81,7
"1831",9,51
"1832",26,64
"1833",54,24
"1834",122,13
"1835",78,21
"1836",12,43
"1837",16,63
"1838",-4,40
"1839",138.6007,-34.9285
"1840",4,50.8333
"1841",30,26
"1842",139.638,35.4437
"1843",35.8623,33.8547
"1844",35,31
"1845",-85.3232,51.2538
"1846",112.2707,30.9756
"1847",53,32
"1848",128,36
"1849",2.2137,46.2276
"1850",113.4244,23.3417
"1851",113.614,33.882
"1852",120.0934,29.1832
"1853",111.7088,27.6104
"1854",117.2264,31.8257
"1855",115.7221,27.614
"1856",118.1498,36.3427
"1857",139.638,35.4437
"1858",119.455,32.9711
"1859",107.874,30.0572
"1860",102.7103,30.6171
"1861",127.7615,47.862
"1862",116.4142,40.1824
"1863",121.4491,31.202
"1864",116.1306,39.549
"1865",117.9874,26.0789
"1866",108.7881,23.8298
"1867",108.8701,35.1917
"1868",101.487,24.974
"1869",109.7453,19.1959
"1870",106.8748,26.8154
"1871",117.323,39.3054
"1872",112.2922,37.5777
"1873",101.0583,37.8099
"1874",114.2,22.3
"1875",122.6085,41.2956
"1876",126.1923,43.6661
"1877",85.2401,41.1129
"1878",113.9448,44.0935
"1879",106.1655,37.2692
"1880",121,23.7
"1881",108,16
"1882",90,60
"1883",95.9956,35.7452
"1884",113.55,22.1667
"1885",88.0924,31.6927
"1886",-3.436,55.3781
"1887",101,15
"1888",138,36
"1889",103.8333,1.2833
"1890",84.25,28.1667
"1891",112.5,2.5
"1892",-123.1207,49.2827
"1893",151.2093,-33.8688
"1894",144.9631,-37.8136
"1895",153.4,-28.0167
"1896",104.9167,11.55
"1897",81,7
"1898",9,51
"1899",26,64
"1900",54,24
"1901",122,13
"1902",78,21
"1903",12,43
"1904",16,63
"1905",-4,40
"1906",138.6007,-34.9285
"1907",4,50.8333
"1908",30,26
"1909",139.638,35.4437
"1910",35.8623,33.8547
"1911",44,33
"1912",57,21
"1913",65,33
"1914",50.55,26.0275
"1915",47.75,29.5
"1916",35,31
"1917",-85.3232,51.2538
"1918",139.638,35.4437
"1919",112.2707,30.9756
"1920",53,32
"1921",128,36
"1922",2.2137,46.2276
"1923",113.4244,23.3417
"1924",113.614,33.882
"1925",120.0934,29.1832
"1926",111.7088,27.6104
"1927",117.2264,31.8257
"1928",115.7221,27.614
"1929",118.1498,36.3427
"1930",139.638,35.4437
"1931",119.455,32.9711
"1932",107.874,30.0572
"1933",102.7103,30.6171
"1934",127.7615,47.862
"1935",116.4142,40.1824
"1936",121.4491,31.202
"1937",116.1306,39.549
"1938",117.9874,26.0789
"1939",108.7881,23.8298
"1940",108.8701,35.1917
"1941",101.487,24.974
"1942",109.7453,19.1959
"1943",106.8748,26.8154
"1944",117.323,39.3054
"1945",112.2922,37.5777
"1946",101.0583,37.8099
"1947",114.2,22.3
"1948",122.6085,41.2956
"1949",126.1923,43.6661
"1950",85.2401,41.1129
"1951",113.9448,44.0935
"1952",106.1655,37.2692
"1953",121,23.7
"1954",108,16
"1955",90,60
"1956",95.9956,35.7452
"1957",113.55,22.1667
"1958",88.0924,31.6927
"1959",-3.436,55.3781
"1960",101,15
"1961",138,36
"1962",103.8333,1.2833
"1963",84.25,28.1667
"1964",112.5,2.5
"1965",-123.1207,49.2827
"1966",151.2093,-33.8688
"1967",144.9631,-37.8136
"1968",153.4,-28.0167
"1969",104.9167,11.55
"1970",81,7
"1971",9,51
"1972",26,64
"1973",54,24
"1974",122,13
"1975",78,21
"1976",12,43
"1977",16,63
"1978",-4,40
"1979",138.6007,-34.9285
"1980",4,50.8333
"1981",30,26
"1982",139.638,35.4437
"1983",35.8623,33.8547
"1984",44,33
"1985",57,21
"1986",65,33
"1987",50.55,26.0275
"1988",47.75,29.5
"1989",1.6596,28.0339
"1990",15.2,45.1
"1991",8.2275,46.8182
"1992",14.5501,47.5162
"1993",35,31
"1994",-85.3232,51.2538
"1995",139.638,35.4437
"1996",112.2707,30.9756
"1997",53,32
"1998",128,36
"1999",2.2137,46.2276
"2000",113.4244,23.3417
"2001",113.614,33.882
"2002",120.0934,29.1832
"2003",111.7088,27.6104
"2004",117.2264,31.8257
"2005",115.7221,27.614
"2006",118.1498,36.3427
"2007",139.638,35.4437
"2008",119.455,32.9711
"2009",107.874,30.0572
"2010",102.7103,30.6171
"2011",127.7615,47.862
"2012",116.4142,40.1824
"2013",121.4491,31.202
"2014",116.1306,39.549
"2015",117.9874,26.0789
"2016",108.7881,23.8298
"2017",108.8701,35.1917
"2018",101.487,24.974
"2019",109.7453,19.1959
"2020",106.8748,26.8154
"2021",117.323,39.3054
"2022",112.2922,37.5777
"2023",101.0583,37.8099
"2024",114.2,22.3
"2025",122.6085,41.2956
"2026",126.1923,43.6661
"2027",85.2401,41.1129
"2028",113.9448,44.0935
"2029",106.1655,37.2692
"2030",121,23.7
"2031",108,16
"2032",90,60
"2033",95.9956,35.7452
"2034",113.55,22.1667
"2035",88.0924,31.6927
"2036",-3.436,55.3781
"2037",101,15
"2038",138,36
"2039",103.8333,1.2833
"2040",84.25,28.1667
"2041",112.5,2.5
"2042",-123.1207,49.2827
"2043",151.2093,-33.8688
"2044",144.9631,-37.8136
"2045",153.4,-28.0167
"2046",104.9167,11.55
"2047",81,7
"2048",9,51
"2049",26,64
"2050",54,24
"2051",122,13
"2052",78,21
"2053",12,43
"2054",16,63
"2055",-4,40
"2056",138.6007,-34.9285
"2057",4,50.8333
"2058",30,26
"2059",139.638,35.4437
"2060",35.8623,33.8547
"2061",44,33
"2062",57,21
"2063",65,33
"2064",50.55,26.0275
"2065",47.75,29.5
"2066",1.6596,28.0339
"2067",15.2,45.1
"2068",8.2275,46.8182
"2069",14.5501,47.5162
"2070",35,31
"2071",69.3451,30.3753
"2072",-51.9253,-14.235
"2073",43.3569,42.3154
"2074",21.8243,39.0742
"2075",21.7453,41.6086
"2076",8.4689,60.472
"2077",24.9668,45.9432
"2078",-85.3232,51.2538
"2079",139.638,35.4437
"2080",112.2707,30.9756
"2081",53,32
"2082",128,36
"2083",2.2137,46.2276
"2084",113.4244,23.3417
"2085",113.614,33.882
"2086",120.0934,29.1832
"2087",111.7088,27.6104
"2088",117.2264,31.8257
"2089",115.7221,27.614
"2090",118.1498,36.3427
"2091",139.638,35.4437
"2092",119.455,32.9711
"2093",107.874,30.0572
"2094",102.7103,30.6171
"2095",127.7615,47.862
"2096",116.4142,40.1824
"2097",121.4491,31.202
"2098",116.1306,39.549
"2099",117.9874,26.0789
"2100",108.7881,23.8298
"2101",108.8701,35.1917
"2102",101.487,24.974
"2103",109.7453,19.1959
"2104",106.8748,26.8154
"2105",117.323,39.3054
"2106",112.2922,37.5777
"2107",101.0583,37.8099
"2108",114.2,22.3
"2109",122.6085,41.2956
"2110",126.1923,43.6661
"2111",85.2401,41.1129
"2112",113.9448,44.0935
"2113",106.1655,37.2692
"2114",121,23.7
"2115",108,16
"2116",90,60
"2117",95.9956,35.7452
"2118",113.55,22.1667
"2119",88.0924,31.6927
"2120",-3.436,55.3781
"2121",101,15
"2122",138,36
"2123",103.8333,1.2833
"2124",84.25,28.1667
"2125",112.5,2.5
"2126",-123.1207,49.2827
"2127",151.2093,-33.8688
"2128",144.9631,-37.8136
"2129",153.4,-28.0167
"2130",104.9167,11.55
"2131",81,7
"2132",9,51
"2133",26,64
"2134",54,24
"2135",122,13
"2136",78,21
"2137",12,43
"2138",16,63
"2139",-4,40
"2140",138.6007,-34.9285
"2141",4,50.8333
"2142",30,26
"2143",139.638,35.4437
"2144",35.8623,33.8547
"2145",44,33
"2146",57,21
"2147",65,33
"2148",50.55,26.0275
"2149",47.75,29.5
"2150",1.6596,28.0339
"2151",15.2,45.1
"2152",8.2275,46.8182
"2153",14.5501,47.5162
"2154",35,31
"2155",69.3451,30.3753
"2156",-51.9253,-14.235
"2157",43.3569,42.3154
"2158",21.8243,39.0742
"2159",21.7453,41.6086
"2160",8.4689,60.472
"2161",24.9668,45.9432
"2162",25.0136,58.5953
"2163",12.4578,43.9424
"2164",-85.3232,51.2538
"2165",139.638,35.4437
"2166",112.2707,30.9756
"2167",53,32
"2168",128,36
"2169",2.2137,46.2276
"2170",113.4244,23.3417
"2171",113.614,33.882
"2172",120.0934,29.1832
"2173",111.7088,27.6104
"2174",117.2264,31.8257
"2175",115.7221,27.614
"2176",118.1498,36.3427
"2177",139.638,35.4437
"2178",119.455,32.9711
"2179",107.874,30.0572
"2180",102.7103,30.6171
"2181",127.7615,47.862
"2182",9.5018,56.2639
"2183",116.4142,40.1824
"2184",121.4491,31.202
"2185",116.1306,39.549
"2186",117.9874,26.0789
"2187",108.7881,23.8298
"2188",108.8701,35.1917
"2189",101.487,24.974
"2190",109.7453,19.1959
"2191",106.8748,26.8154
"2192",117.323,39.3054
"2193",112.2922,37.5777
"2194",101.0583,37.8099
"2195",114.2,22.3
"2196",122.6085,41.2956
"2197",126.1923,43.6661
"2198",85.2401,41.1129
"2199",113.9448,44.0935
"2200",106.1655,37.2692
"2201",121,23.7
"2202",108,16
"2203",90,60
"2204",95.9956,35.7452
"2205",113.55,22.1667
"2206",88.0924,31.6927
"2207",-3.436,55.3781
"2208",5.2913,52.1326
"2209",101,15
"2210",138,36
"2211",103.8333,1.2833
"2212",84.25,28.1667
"2213",112.5,2.5
"2214",-123.1207,49.2827
"2215",151.2093,-33.8688
"2216",144.9631,-37.8136
"2217",153.4,-28.0167
"2218",104.9167,11.55
"2219",81,7
"2220",9,51
"2221",26,64
"2222",54,24
"2223",122,13
"2224",78,21
"2225",12,43
"2226",16,63
"2227",-4,40
"2228",138.6007,-34.9285
"2229",4,50.8333
"2230",30,26
"2231",139.638,35.4437
"2232",35.8623,33.8547
"2233",44,33
"2234",57,21
"2235",65,33
"2236",50.55,26.0275
"2237",47.75,29.5
"2238",1.6596,28.0339
"2239",15.2,45.1
"2240",8.2275,46.8182
"2241",14.5501,47.5162
"2242",35,31
"2243",69.3451,30.3753
"2244",-51.9253,-14.235
"2245",43.3569,42.3154
"2246",21.8243,39.0742
"2247",21.7453,41.6086
"2248",8.4689,60.472
"2249",24.9668,45.9432
"2250",25.0136,58.5953
"2251",12.4578,43.9424
"2252",27.9534,53.7098
"2253",-19.0208,64.9631
"2254",23.8813,55.1694
"2255",-102.5528,23.6345
"2256",174.886,-40.9006
"2257",8.6753,9.082
"2258",-85.3232,51.2538
"2259",-73.5491,52.9399
"2260",139.638,35.4437
"2261",112.2707,30.9756
"2262",53,32
"2263",128,36
"2264",2.2137,46.2276
"2265",113.4244,23.3417
"2266",113.614,33.882
"2267",120.0934,29.1832
"2268",111.7088,27.6104
"2269",117.2264,31.8257
"2270",115.7221,27.614
"2271",118.1498,36.3427
"2272",139.638,35.4437
"2273",119.455,32.9711
"2274",107.874,30.0572
"2275",102.7103,30.6171
"2276",127.7615,47.862
"2277",9.5018,56.2639
"2278",116.4142,40.1824
"2279",121.4491,31.202
"2280",116.1306,39.549
"2281",117.9874,26.0789
"2282",108.7881,23.8298
"2283",108.8701,35.1917
"2284",101.487,24.974
"2285",109.7453,19.1959
"2286",106.8748,26.8154
"2287",117.323,39.3054
"2288",112.2922,37.5777
"2289",101.0583,37.8099
"2290",114.2,22.3
"2291",122.6085,41.2956
"2292",126.1923,43.6661
"2293",85.2401,41.1129
"2294",113.9448,44.0935
"2295",106.1655,37.2692
"2296",121,23.7
"2297",108,16
"2298",90,60
"2299",95.9956,35.7452
"2300",113.55,22.1667
"2301",88.0924,31.6927
"2302",-3.436,55.3781
"2303",5.2913,52.1326
"2304",101,15
"2305",138,36
"2306",103.8333,1.2833
"2307",84.25,28.1667
"2308",112.5,2.5
"2309",-123.1207,49.2827
"2310",151.2093,-33.8688
"2311",144.9631,-37.8136
"2312",153.4,-28.0167
"2313",104.9167,11.55
"2314",81,7
"2315",9,51
"2316",26,64
"2317",54,24
"2318",122,13
"2319",78,21
"2320",12,43
"2321",16,63
"2322",-4,40
"2323",138.6007,-34.9285
"2324",4,50.8333
"2325",30,26
"2326",35.8623,33.8547
"2327",44,33
"2328",57,21
"2329",65,33
"2330",50.55,26.0275
"2331",47.75,29.5
"2332",1.6596,28.0339
"2333",15.2,45.1
"2334",8.2275,46.8182
"2335",14.5501,47.5162
"2336",35,31
"2337",69.3451,30.3753
"2338",-51.9253,-14.235
"2339",43.3569,42.3154
"2340",21.8243,39.0742
"2341",21.7453,41.6086
"2342",8.4689,60.472
"2343",24.9668,45.9432
"2344",25.0136,58.5953
